Timestamp,City,PM2.5,PM10,NO2,NH3,CO,SO2,O3,PM2.5_was_missing,PM10_was_missing,NO2_was_missing,NH3_was_missing,CO_was_missing,SO2_was_missing,O3_was_missing,AQI,n_avail_sub
2020-01-01,Bengaluru,43.67,134.0,20.28,10.98,0.91,3.41,21.82,1,1,1,1,1,1,1,122.9261744966443,7
2020-01-02,Bengaluru,43.67,134.0,20.28,10.98,0.91,3.41,21.82,0,0,0,0,0,0,0,122.9261744966443,7
2020-01-03,Bengaluru,30.58,74.42,15.17,12.1,0.96,3.27,23.31,0,0,0,0,0,0,0,74.42,6
2020-01-04,Bengaluru,66.35,155.68,42.9,11.75,2.54,3.26,29.7,0,0,0,0,0,0,0,137.3310067114094,7
2020-01-05,Bengaluru,48.0,99.13,18.56,9.79,1.14,2.95,31.01,0,0,0,0,0,0,0,99.13,7
2020-01-06,Bengaluru,23.75,63.34,17.21,7.4,1.08,2.82,25.82,0,0,0,0,0,0,0,63.34,6
2020-01-07,Bengaluru,24.67,72.0,17.2,7.66,0.98,2.97,30.37,0,0,0,0,0,0,0,72.0,7
2020-01-08,Bengaluru,34.18,79.06,18.16,9.35,0.99,2.99,29.61,0,0,0,0,0,0,0,79.06,7
2020-01-09,Bengaluru,41.61,98.0,21.49,11.21,1.11,2.98,30.97,0,0,0,0,0,0,0,98.0,7
2020-01-10,Bengaluru,38.95,97.7,19.77,12.8,0.97,3.34,31.89,0,0,0,0,0,0,0,97.7,7
2020-01-11,Bengaluru,34.05,77.56,21.34,12.08,1.01,3.07,34.36,0,0,0,0,0,0,0,77.56,6
2020-01-12,Bengaluru,39.12,75.93,17.88,16.07,0.96,2.96,44.84,0,0,0,0,0,0,0,75.93,7
2020-01-13,Bengaluru,38.839999999999996,80.1975,24.697499999999998,15.04,0.89,3.2075,37.675000000000004,1,1,1,1,1,1,1,80.1975,7
2020-01-14,Bengaluru,38.56,84.465,31.515,14.01,0.8200000000000001,3.455,30.51,1,1,1,1,1,1,1,84.465,7
2020-01-15,Bengaluru,38.28,88.7325,38.332499999999996,12.98,0.75,3.7025,23.345000000000002,1,1,1,1,1,1,1,88.7325,7
2020-01-16,Bengaluru,38.0,93.0,45.15,11.95,0.68,3.95,16.18,0,0,0,0,0,0,0,93.0,7
2020-01-17,Bengaluru,42.96,112.6,30.73,14.73,1.38,3.2,26.75,0,0,0,0,0,0,0,108.70738255033557,7
2020-01-18,Bengaluru,26.8,59.0,16.92,11.34,1.02,3.18,31.02,0,0,0,0,0,0,0,59.0,6
2020-01-19,Bengaluru,22.19,56.56,12.35,8.4,0.97,3.19,39.56,0,0,0,0,0,0,0,56.56,7
2020-01-20,Bengaluru,34.24,100.22,26.62,9.03,1.1,3.23,31.6,0,0,0,0,0,0,0,56.474482758620695,6
2020-01-21,Bengaluru,37.5,102.51,33.74,9.73,1.16,3.25,29.45,0,0,0,0,0,0,0,102.00328859060403,7
2020-01-22,Bengaluru,34.48,86.75,26.2,9.86,1.11,3.22,34.25,0,0,0,0,0,0,0,86.75,7
2020-01-23,Bengaluru,46.65,98.18,20.54,9.95,1.09,3.19,33.52,0,0,0,0,0,0,0,98.18,6
2020-01-24,Bengaluru,38.05,96.7,40.46,8.42,1.16,2.87,40.62,0,0,0,0,0,0,0,96.7,6
2020-01-25,Bengaluru,48.78,112.69,41.56,9.77,1.26,2.86,29.72,0,0,0,0,0,0,0,108.76718120805369,7
2020-01-26,Bengaluru,51.86,111.57,41.8,12.05,1.29,2.81,25.68,0,0,0,0,0,0,0,108.02302013422819,7
2020-01-27,Bengaluru,74.23,169.38,48.11,15.29,1.97,2.88,25.19,0,0,0,0,0,0,0,146.43369127516777,7
2020-01-28,Bengaluru,61.95,162.59,53.65,12.5,1.62,2.89,24.9,0,0,0,0,0,0,0,141.92221476510068,7
2020-01-29,Bengaluru,59.67,140.87,40.89,12.73,1.39,2.78,25.4,0,0,0,0,0,0,0,127.49080536912751,6
2020-01-30,Bengaluru,72.46,191.19,63.83,13.42,1.93,2.83,24.72,0,0,0,0,0,0,0,160.92489932885906,7
2020-01-31,Bengaluru,53.61,133.86,33.53,12.63,1.31,2.91,36.37,0,0,0,0,0,0,0,122.83315436241611,7
2020-02-01,Bengaluru,57.62,112.99,16.11,12.28,0.99,3.17,40.39,0,0,0,0,0,0,0,108.96651006711409,7
2020-02-02,Bengaluru,41.16,82.0,11.26,9.53,0.9,2.82,30.25,0,0,0,0,0,0,0,82.0,7
2020-02-03,Bengaluru,36.32,89.84,26.36,8.44,1.06,2.73,36.14,0,0,0,0,0,0,0,89.84,6
2020-02-04,Bengaluru,34.42,90.27,20.24,8.8,1.06,2.58,37.66,0,0,0,0,0,0,0,90.27,6
2020-02-05,Bengaluru,34.2,82.97,19.62,8.91,1.04,2.66,34.19,0,0,0,0,0,0,0,82.97,6
2020-02-06,Bengaluru,45.36,101.46,30.66,9.39,1.28,2.62,32.46,0,0,0,0,0,0,0,101.30563758389262,7
2020-02-07,Bengaluru,60.29,132.17,35.42,10.61,1.29,2.87,36.41,0,0,0,0,0,0,0,121.71026845637583,6
2020-02-08,Bengaluru,56.24,133.18,33.64,10.11,1.38,2.66,34.83,0,0,0,0,0,0,0,122.3813422818792,7
2020-02-09,Bengaluru,42.09,85.5,15.75,9.15,0.96,2.91,43.23,0,0,0,0,0,0,0,85.5,7
2020-02-10,Bengaluru,36.13,84.37,17.08,8.11,1.02,2.66,35.28,0,0,0,0,0,0,0,84.37,6
2020-02-11,Bengaluru,38.0,95.19,26.81,7.61,1.09,2.66,36.65,0,0,0,0,0,0,0,95.19,6
2020-02-12,Bengaluru,37.86,85.53,21.52,7.51,1.02,2.67,31.28,0,0,0,0,0,0,0,85.53,6
2020-02-13,Bengaluru,39.13,100.44,39.89,7.81,1.28,2.75,38.64,0,0,0,0,0,0,0,64.73689655172414,6
2020-02-14,Bengaluru,52.4,125.07,49.16,10.45,1.87,2.7,40.61,0,0,0,0,0,0,0,116.9928187919463,7
2020-02-15,Bengaluru,56.35,130.38,55.33,10.87,1.62,2.78,33.98,0,0,0,0,0,0,0,120.52093959731543,7
2020-02-16,Bengaluru,41.71,91.29,38.35,9.35,1.12,2.83,34.55,0,0,0,0,0,0,0,91.29,7
2020-02-17,Bengaluru,44.28,101.74,41.7,10.65,1.43,2.76,47.27,0,0,0,0,0,0,0,101.49167785234899,7
2020-02-18,Bengaluru,43.68,95.16,34.38,10.76,1.15,2.73,51.71,0,0,0,0,0,0,0,95.16,7
2020-02-19,Bengaluru,45.45,99.09,32.09,10.61,1.03,2.61,34.7,0,0,0,0,0,0,0,99.09,6
2020-02-20,Bengaluru,48.49,101.79,29.29,11.29,1.02,2.75,30.09,0,0,0,0,0,0,0,101.52489932885906,6
2020-02-21,Bengaluru,30.5,67.75,19.38,10.48,0.94,2.54,38.24,0,0,0,0,0,0,0,67.75,6
2020-02-22,Bengaluru,33.7,79.15,17.87,11.04,0.96,2.55,41.95,0,0,0,0,0,0,0,79.15,7
2020-02-23,Bengaluru,37.16,86.35,12.62,10.23,1.0,2.6,33.31,0,0,0,0,0,0,0,86.35,7
2020-02-24,Bengaluru,38.52,94.0,15.02,9.0,1.08,2.55,32.83,0,0,0,0,0,0,0,94.0,6
2020-02-25,Bengaluru,42.18,108.38,28.13,9.96,1.1,2.62,38.66,0,0,0,0,0,0,0,105.9034899328859,7
2020-02-26,Bengaluru,35.6,94.6,18.75,9.46,1.09,2.56,35.5,0,0,0,0,0,0,0,94.6,6
2020-02-27,Bengaluru,38.76,102.95,30.46,9.43,1.24,2.58,34.7,0,0,0,0,0,0,0,102.29563758389261,7
2020-02-28,Bengaluru,39.33,94.53,25.47,9.72,1.2,2.56,30.82,0,0,0,0,0,0,0,94.53,7
2020-02-29,Bengaluru,37.66,96.49,23.04,9.38,1.16,2.58,39.89,0,0,0,0,0,0,0,96.49,7
2020-03-01,Bengaluru,43.51,96.91,15.49,9.34,1.08,2.69,49.64,0,0,0,0,0,0,0,96.91,6
2020-03-02,Bengaluru,63.49,137.43,33.66,10.04,1.48,2.67,32.05,0,0,0,0,0,0,0,125.2051677852349,7
2020-03-03,Bengaluru,76.92,178.58,42.02,11.46,1.88,2.69,30.56,0,0,0,0,0,0,0,155.34758620689655,7
2020-03-04,Bengaluru,64.23,150.84,53.35,11.33,1.97,2.74,39.68,0,0,0,0,0,0,0,134.11516778523492,7
2020-03-05,Bengaluru,52.51,130.1,34.06,11.65,1.42,2.77,32.75,0,0,0,0,0,0,0,120.33489932885905,7
2020-03-06,Bengaluru,26.76,98.67,34.37,10.08,1.35,2.54,55.93,0,0,0,0,0,0,0,98.67,7
2020-03-07,Bengaluru,37.77,105.82,24.58,13.25,1.26,2.65,31.2,0,0,0,0,0,0,0,104.20255033557046,7
2020-03-08,Bengaluru,26.61,79.84,13.73,13.01,1.1,2.58,32.0,0,0,0,0,0,0,0,79.84,7
2020-03-09,Bengaluru,29.22,91.32,22.92,11.76,1.17,2.55,33.0,0,0,0,0,0,0,0,91.32,7
2020-03-10,Bengaluru,30.92,91.06,18.66,11.01,1.11,2.69,36.54,0,0,0,0,0,0,0,91.06,6
2020-03-11,Bengaluru,30.5,98.56,24.55,9.72,1.22,2.72,31.37,0,0,0,0,0,0,0,98.56,6
2020-03-12,Bengaluru,30.24,92.55,26.87,9.04,1.21,2.63,27.17,0,0,0,0,0,0,0,92.55,6
2020-03-13,Bengaluru,28.75,90.92,20.58,9.52,1.1,2.67,26.04,0,0,0,0,0,0,0,90.92,7
2020-03-14,Bengaluru,27.26,79.28,18.21,8.82,1.03,2.56,22.38,0,0,0,0,0,0,0,79.28,6
2020-03-15,Bengaluru,25.74,76.92,17.2,10.36,1.0,2.63,25.31,0,0,0,0,0,0,0,76.92,7
2020-03-16,Bengaluru,20.83,68.97,10.79,8.43,0.91,2.62,31.16,0,0,0,0,0,0,0,68.97,7
2020-03-17,Bengaluru,22.98,70.57,9.79,7.7,0.92,2.58,32.87,0,0,0,0,0,0,0,70.57,7
2020-03-18,Bengaluru,30.67,63.14,12.04,8.47,0.96,2.6,38.53,0,0,0,0,0,0,0,63.14,6
2020-03-19,Bengaluru,40.36,91.0,24.7,9.96,1.21,2.76,41.7,0,0,0,0,0,0,0,91.0,7
2020-03-20,Bengaluru,37.92,80.32,26.21,11.24,1.21,2.63,43.45,0,0,0,0,0,0,0,80.32,7
2020-03-21,Bengaluru,39.7,88.94,38.41,9.0,1.47,2.44,28.74,0,0,0,0,0,0,0,88.94,7
2020-03-22,Bengaluru,23.03,48.83,10.14,11.25,0.91,2.57,24.67,0,0,0,0,0,0,0,48.83,7
2020-03-23,Bengaluru,43.45,76.1,20.88,13.61,1.28,2.67,29.62,0,0,0,0,0,0,0,76.1,7
2020-03-24,Bengaluru,42.63,72.37,11.46,11.87,0.94,2.76,34.64,0,0,0,0,0,0,0,72.37,7
2020-03-25,Bengaluru,16.76,41.84,4.94,9.26,0.82,2.56,44.27,0,0,0,0,0,0,0,44.27,7
2020-03-26,Bengaluru,19.87,48.93,4.21,8.79,0.88,2.62,36.78,0,0,0,0,0,0,0,48.93,7
2020-03-27,Bengaluru,17.29,41.42,4.33,8.28,0.85,2.59,44.17,0,0,0,0,0,0,0,44.17,7
2020-03-28,Bengaluru,17.14,43.27,5.95,7.55,0.83,2.68,31.82,0,0,0,0,0,0,0,43.27,7
2020-03-29,Bengaluru,20.69,41.91,9.42,8.03,0.89,2.72,37.98,0,0,0,0,0,0,0,44.5,7
2020-03-30,Bengaluru,13.92,36.92,5.46,7.93,0.82,2.76,44.29,0,0,0,0,0,0,0,44.29,7
2020-03-31,Bengaluru,20.17,44.94,6.32,8.57,0.86,2.73,33.19,0,0,0,0,0,0,0,44.94,7
2020-04-01,Bengaluru,21.38,50.72,5.59,8.15,0.87,2.75,27.75,0,0,0,0,0,0,0,43.5,6
2020-04-02,Bengaluru,28.42,55.3,5.19,8.99,0.59,2.1,36.25,0,0,0,0,0,0,0,55.3,7
2020-04-03,Bengaluru,31.85,58.45,5.43,8.71,0.31,1.33,43.44,0,0,0,0,0,0,0,58.45,7
2020-04-04,Bengaluru,28.5,58.17,5.07,8.26,0.31,1.31,35.03,0,0,0,0,0,0,0,58.17,7
2020-04-05,Bengaluru,28.25,54.16,5.0,7.95,0.31,1.29,34.2,0,0,0,0,0,0,0,54.16,7
2020-04-06,Bengaluru,18.99,43.53,7.68,6.75,0.35,1.16,33.34,0,0,0,0,0,0,0,43.53,7
2020-04-07,Bengaluru,9.07,23.4,9.0,22.9,0.36,1.04,31.98,0,0,0,0,0,0,0,31.98,7
2020-04-08,Bengaluru,16.68,33.77,10.16,13.86,0.46,1.23,34.05,0,0,0,0,0,0,0,34.05,7
2020-04-09,Bengaluru,17.11,39.69,8.42,14.19,0.59,1.39,36.42,0,0,0,0,0,0,0,39.69,7
2020-04-10,Bengaluru,12.52,27.39,6.98,12.93,0.5,1.38,35.14,0,0,0,0,0,0,0,35.14,7
2020-04-11,Bengaluru,23.08,42.22,5.33,14.32,0.49,1.29,30.67,0,0,0,0,0,0,0,42.22,7
2020-04-12,Bengaluru,19.62,44.51,6.69,12.0,0.52,1.32,34.44,0,0,0,0,0,0,0,44.51,7
2020-04-13,Bengaluru,27.65,58.1,13.41,13.26,0.63,1.43,33.29,0,0,0,0,0,0,0,58.1,7
2020-04-14,Bengaluru,32.11,63.15,13.34,14.29,0.57,1.68,34.46,0,0,0,0,0,0,0,63.15,7
2020-04-15,Bengaluru,32.29,57.03,10.19,14.23,0.55,1.74,35.83,0,0,0,0,0,0,0,57.03,7
2020-04-16,Bengaluru,25.07,51.38,8.81,11.81,0.54,1.54,34.74,0,0,0,0,0,0,0,51.38,7
2020-04-17,Bengaluru,27.27,63.39,7.33,11.72,0.59,1.43,34.7,0,0,0,0,0,0,0,63.39,7
2020-04-18,Bengaluru,24.33,54.32,6.61,10.34,0.56,1.4,35.42,0,0,0,0,0,0,0,54.32,7
2020-04-19,Bengaluru,21.55,49.21,5.41,9.15,0.52,1.36,36.74,0,0,0,0,0,0,0,49.21,7
2020-04-20,Bengaluru,18.01,41.17,5.21,8.45,0.48,1.57,37.38,0,0,0,0,0,0,0,41.17,7
2020-04-21,Bengaluru,15.28,34.1,6.91,6.38,0.55,1.45,37.0,0,0,0,0,0,0,0,37.0,7
2020-04-22,Bengaluru,16.16,39.77,4.64,5.6,0.53,1.43,35.83,0,0,0,0,0,0,0,39.77,7
2020-04-23,Bengaluru,16.11,38.22,5.23,4.78,0.62,1.39,31.46,0,0,0,0,0,0,0,38.22,7
2020-04-24,Bengaluru,31.75,87.15,9.85,4.79,0.73,1.38,42.75,0,0,0,0,0,0,0,87.15,7
2020-04-25,Bengaluru,22.75,56.45,5.73,5.14,0.54,1.36,32.16,0,0,0,0,0,0,0,56.45,7
2020-04-26,Bengaluru,15.64,39.47,3.68,4.47,0.47,1.38,31.48,0,0,0,0,0,0,0,39.47,7
2020-04-27,Bengaluru,19.34,53.11,4.62,3.9,0.57,1.35,33.96,0,0,0,0,0,0,0,53.11,7
2020-04-28,Bengaluru,17.83,49.41,3.69,3.97,0.46,1.39,32.12,0,0,0,0,0,0,0,49.41,7
2020-04-29,Bengaluru,13.86,36.93,6.77,3.78,0.58,1.31,33.42,0,0,0,0,0,0,0,36.93,7
2020-04-30,Bengaluru,24.14,65.38,8.09,3.82,0.69,1.35,34.88,0,0,0,0,0,0,0,65.38,7
2020-05-01,Bengaluru,23.11,56.85,4.65,4.35,0.51,1.33,36.42,0,0,0,0,0,0,0,56.85,7
2020-05-02,Bengaluru,19.03,45.74,5.0,4.1,0.54,1.3,32.68,0,0,0,0,0,0,0,45.74,7
2020-05-03,Bengaluru,24.54,54.45,4.57,4.05,0.55,1.41,37.47,0,0,0,0,0,0,0,54.45,7
2020-05-04,Bengaluru,27.24,73.74,5.94,4.02,0.62,1.44,36.37,0,0,0,0,0,0,0,73.74,7
2020-05-05,Bengaluru,30.62,83.16,5.37,4.01,0.61,1.45,41.08,0,0,0,0,0,0,0,83.16,6
2020-05-06,Bengaluru,20.98,61.01,5.41,3.81,0.61,1.42,32.1,0,0,0,0,0,0,0,61.01,7
2020-05-07,Bengaluru,26.54,68.04,5.68,3.75,0.65,1.42,37.18,0,0,0,0,0,0,0,68.04,7
2020-05-08,Bengaluru,19.07,49.82,5.68,3.44,0.62,1.36,41.78,0,0,0,0,0,0,0,49.82,7
2020-05-09,Bengaluru,21.59,54.33,3.77,3.61,0.49,1.44,32.43,0,0,0,0,0,0,0,54.33,7
2020-05-10,Bengaluru,18.77,49.1,3.09,3.42,0.42,1.48,36.78,0,0,0,0,0,0,0,49.1,7
2020-05-11,Bengaluru,15.89,47.97,3.42,3.95,0.42,1.5,24.01,0,0,0,0,0,0,0,47.97,7
2020-05-12,Bengaluru,9.99,35.98,2.68,3.04,0.44,1.69,17.98,0,0,0,0,0,0,0,35.98,7
2020-05-13,Bengaluru,13.98,42.72,4.83,4.59,0.56,1.92,25.55,0,0,0,0,0,0,0,42.72,7
2020-05-14,Bengaluru,23.38,52.76,7.68,7.44,0.56,1.88,27.46,0,0,0,0,0,0,0,52.76,7
2020-05-15,Bengaluru,14.67,45.43,8.22,5.1,0.53,2.33,26.87,0,0,0,0,0,0,0,45.43,7
2020-05-16,Bengaluru,25.26,68.27,9.54,3.87,0.94,2.08,27.89,0,0,0,0,0,0,0,68.27,7
2020-05-17,Bengaluru,19.71,50.94,6.43,3.94,0.76,2.01,27.79,0,0,0,0,0,0,0,38.0,6
2020-05-18,Bengaluru,16.44,53.48,9.31,4.14,0.79,1.72,25.21,0,0,0,0,0,0,0,53.48,7
2020-05-19,Bengaluru,17.74,85.0,9.1,3.81,0.72,1.87,30.87,0,0,0,0,0,0,0,85.0,7
2020-05-20,Bengaluru,17.58,83.25,9.25,3.71,0.63,1.97,37.43,0,0,0,0,0,0,0,83.25,7
2020-05-21,Bengaluru,22.18,81.35,9.22,3.55,0.66,2.14,35.69,0,0,0,0,0,0,0,81.35,7
2020-05-22,Bengaluru,17.35,60.91,9.47,3.62,0.64,2.25,35.4,0,0,0,0,0,0,0,60.91,7
2020-05-23,Bengaluru,21.48,73.49,10.47,3.5,0.7,1.85,37.68,0,0,0,0,0,0,0,73.49,7
2020-05-24,Bengaluru,17.89,50.3,6.19,3.63,0.44,1.25,36.22,0,0,0,0,0,0,0,36.22,6
2020-05-25,Bengaluru,23.42,66.36,12.11,4.32,0.78,1.5,44.45,0,0,0,0,0,0,0,66.36,7
2020-05-26,Bengaluru,18.46,51.02,10.32,4.53,0.53,1.52,46.93,0,0,0,0,0,0,0,51.02,7
2020-05-27,Bengaluru,18.61,48.73,13.4,5.8,0.87,2.39,39.22,0,0,0,0,0,0,0,48.73,7
2020-05-28,Bengaluru,17.22,57.13,12.37,6.02,0.72,1.91,33.48,0,0,0,0,0,0,0,57.13,7
2020-05-29,Bengaluru,18.29,52.54,11.92,5.89,0.7,2.06,17.89,0,0,0,0,0,0,0,52.54,7
2020-05-30,Bengaluru,15.78,45.74,11.26,5.64,0.65,2.22,26.17,0,0,0,0,0,0,0,45.74,7
2020-05-31,Bengaluru,21.26,52.48,5.38,5.8,0.47,2.6,24.41,0,0,0,0,0,0,0,52.48,7
2020-06-01,Bengaluru,8.46,32.23,6.46,5.03,0.47,4.8,25.97,0,0,0,0,0,0,0,32.23,7
2020-06-02,Bengaluru,6.7,34.03,6.88,4.82,0.43,4.56,24.18,0,0,0,0,0,0,0,34.03,7
2020-06-03,Bengaluru,5.89,34.56,7.03,4.61,0.4,4.51,15.77,0,0,0,0,0,0,0,34.56,7
2020-06-04,Bengaluru,8.81,46.0,8.76,4.63,0.58,4.49,21.24,0,0,0,0,0,0,0,46.0,7
2020-06-05,Bengaluru,10.89,52.12,8.7,4.52,0.56,4.45,20.48,0,0,0,0,0,0,0,52.12,7
2020-06-06,Bengaluru,12.03,52.02,8.62,4.71,0.57,4.43,20.85,0,0,0,0,0,0,0,52.02,7
2020-06-07,Bengaluru,13.39,49.89,8.38,4.69,0.53,4.38,13.51,0,0,0,0,0,0,0,49.89,7
2020-06-08,Bengaluru,16.08,66.2,11.23,4.7,0.83,4.51,19.3,0,0,0,0,0,0,0,66.2,7
2020-06-09,Bengaluru,16.43,71.78,11.3,5.41,0.67,4.42,24.96,0,0,0,0,0,0,0,71.78,7
2020-06-10,Bengaluru,12.78,55.82,9.31,5.16,0.7,4.66,23.2,0,0,0,0,0,0,0,55.82,7
2020-06-11,Bengaluru,10.39,43.84,9.5,5.2,0.72,4.44,13.65,0,0,0,0,0,0,0,43.84,7
2020-06-12,Bengaluru,14.76,58.89,9.29,4.6,0.77,4.09,19.1,0,0,0,0,0,0,0,58.89,7
2020-06-13,Bengaluru,10.11,52.24,8.42,8.98,0.56,4.02,19.45,0,0,0,0,0,0,0,52.24,7
2020-06-14,Bengaluru,8.15,47.84,6.36,11.62,0.47,4.1,15.28,0,0,0,0,0,0,0,47.84,7
2020-06-15,Bengaluru,11.52,51.56,7.68,11.63,0.58,4.2,22.2,0,0,0,0,0,0,0,51.56,7
2020-06-16,Bengaluru,12.15,49.06,6.65,12.0,0.5,4.13,25.91,0,0,0,0,0,0,0,49.06,7
2020-06-17,Bengaluru,13.0,93.53,9.83,6.11,0.59,3.38,14.4,0,0,0,0,0,0,0,93.53,7
2020-06-18,Bengaluru,12.99,58.71,16.26,7.51,0.64,2.26,14.0,0,0,0,0,0,0,0,58.71,7
2020-06-19,Bengaluru,14.52,65.06,16.74,7.54,0.67,4.46,17.29,0,0,0,0,0,0,0,65.06,7
2020-06-20,Bengaluru,15.16,62.03,17.96,7.47,0.74,4.0,15.62,0,0,0,0,0,0,0,62.03,7
2020-06-21,Bengaluru,10.04,39.96,14.79,7.55,0.46,4.295,15.76,0,0,0,0,0,1,0,39.96,7
2020-06-22,Bengaluru,11.17,53.6,17.55,7.48,0.82,4.59,14.87,0,0,0,0,0,1,0,53.6,7
2020-06-23,Bengaluru,15.18,62.73,18.14,7.55,0.65,4.885,24.73,0,0,0,0,0,1,0,62.73,7
2020-06-24,Bengaluru,15.0,45.78,18.49,8.56,0.54,5.18,29.64,0,0,0,0,0,0,0,45.78,7
2020-06-25,Bengaluru,12.69,37.04,20.78,7.7,0.8,4.3,29.02,0,0,0,0,0,0,0,40.0,7
2020-06-26,Bengaluru,10.09,16.57,18.46,7.51,0.9,4.289873417721519,27.14,0,0,0,0,0,1,0,45.0,7
2020-06-27,Bengaluru,9.513333333333334,31.53666666666667,17.92,8.19,0.8066666666666666,4.279746835443038,31.916666666666668,1,1,1,1,1,1,1,40.33333333333333,7
2020-06-28,Bengaluru,8.936666666666666,46.50333333333333,17.38,8.870000000000001,0.7133333333333334,4.269620253164557,36.693333333333335,1,1,1,1,1,1,1,46.50333333333333,7
2020-06-29,Bengaluru,8.36,61.47,16.84,9.55,0.62,4.2594936708860756,41.47,0,0,0,0,0,1,0,61.47,7
2020-06-30,Bengaluru,13.67,74.33,18.99,10.57,0.9,4.2493670886075945,37.62,0,0,0,0,0,1,0,74.33,7
2020-07-01,Bengaluru,14.42,60.65,15.53,9.5,0.4,4.239240506329113,32.89,0,0,0,0,0,1,0,60.65,7
2020-07-02,Bengaluru,7.93,37.74,15.18,8.64,0.49,4.229113924050632,29.88,0,0,0,0,0,1,0,37.74,7
2020-07-03,Bengaluru,7.5,37.75,15.87,7.79,0.42,4.229113924050632,35.28,0,0,0,0,0,1,0,37.75,7
2020-07-04,Bengaluru,8.18,46.79,15.76,7.43,0.44,4.229113924050632,27.45,0,0,0,0,0,1,0,46.79,7
2020-07-05,Bengaluru,8.56,28.48,11.9,7.28,0.26,4.229113924050632,32.92,0,0,0,0,0,1,0,32.92,7
2020-07-06,Bengaluru,15.09,46.0,14.75,7.68,0.49,4.229113924050632,29.5,0,0,0,0,0,1,0,46.0,7
2020-07-07,Bengaluru,11.59,40.14,14.6,8.24,0.59,4.229113924050632,31.03,0,0,0,0,0,1,0,40.14,7
2020-07-08,Bengaluru,12.53,37.89,14.65,8.34,1.22,4.229113924050632,32.13,0,0,0,0,0,1,0,57.53333333333333,7
2020-07-09,Bengaluru,14.03,44.18,15.41,8.14,0.89,4.229113924050632,26.37,0,0,0,0,0,1,0,44.5,7
2020-07-10,Bengaluru,16.81,44.56,15.54,8.36,0.71,,28.22,0,0,0,0,0,1,0,44.56,6
2020-07-11,Bengaluru,17.38,50.0,16.05,8.05,0.55,,35.16,0,0,0,0,0,1,0,50.0,6
2020-07-12,Bengaluru,9.07,19.59,12.6,7.77,0.33,,31.82,0,0,0,0,0,1,0,31.82,6
2020-07-13,Bengaluru,19.2,51.23,17.39,7.71,0.83,,33.31,0,0,0,0,0,1,0,51.23,6
2020-07-14,Bengaluru,17.45,57.08,17.19,7.75,0.84,,27.75,0,0,0,0,0,1,0,57.08,6
2020-07-15,Bengaluru,12.7,23.65,12.85,7.88,0.53,,27.55,0,0,0,0,0,1,0,27.55,6
2020-07-16,Bengaluru,9.35,23.04,12.59,7.83,0.49,,25.32,0,0,0,0,0,1,0,25.32,6
2020-07-17,Bengaluru,9.95,31.8,12.81,7.52,0.5,,26.76,0,0,0,0,0,1,0,31.8,6
2020-07-18,Bengaluru,10.56,39.41,12.92,7.56,0.5,,26.83,0,0,0,0,0,1,0,39.41,6
2020-07-19,Bengaluru,11.59,32.14,12.52,7.51,0.49,,22.23,0,0,0,0,0,1,0,32.14,6
2020-07-20,Bengaluru,12.08,29.65,12.72,7.68,1.01,,32.1,0,0,0,0,0,1,0,32.1,5
2020-07-21,Bengaluru,9.18,31.08,13.13,7.64,0.36,,30.28,0,0,0,0,0,1,0,31.08,6
2020-07-22,Bengaluru,24.02,56.3,13.59,8.18,0.36,,31.07,0,0,0,0,0,1,0,56.3,6
2020-07-23,Bengaluru,18.58,54.61,14.7,8.04,0.49,,35.4,0,0,0,0,0,1,0,54.61,6
2020-07-24,Bengaluru,14.46,48.46,14.54,8.08,0.49,,31.07,0,0,0,0,0,1,0,48.46,6
2020-07-25,Bengaluru,11.83,52.82,15.65,7.91,0.63,,38.92,0,0,0,0,0,1,0,52.82,6
2020-07-26,Bengaluru,12.5,66.82,12.68,8.11,0.46,,28.36,0,0,0,0,0,1,0,66.82,6
2020-07-27,Bengaluru,17.67,58.19,16.35,8.42,0.37,,29.39,0,0,0,0,0,1,0,58.19,6
2020-07-28,Bengaluru,18.03,54.35,16.4,8.74,0.51,,34.45,0,0,0,0,0,1,0,54.35,6
2020-07-29,Bengaluru,14.97,42.35,15.71,8.76,0.59,,39.41,0,0,0,0,0,1,0,42.35,6
2020-07-30,Bengaluru,12.85,49.31,17.09,8.04,0.47,,35.45,0,0,0,0,0,1,0,49.31,6
2020-07-31,Bengaluru,17.19,45.88,14.39,7.27,0.5,,32.87,0,0,0,0,0,1,0,45.88,6
2020-08-01,Bengaluru,16.38,39.76,14.59,7.69,0.62,,33.56,0,0,0,0,0,1,0,39.76,6
2020-08-02,Bengaluru,13.2,32.35,13.61,7.44,0.52,,36.44,0,0,0,0,0,1,0,36.44,6
2020-08-03,Bengaluru,15.69,43.45,14.74,7.34,0.5,,43.35,0,0,0,0,0,1,0,43.45,6
2020-08-04,Bengaluru,18.03,44.74,14.75,7.32,0.37,,26.63,0,0,0,0,0,1,0,44.74,6
2020-08-05,Bengaluru,17.75,50.3,14.8,7.74,0.41,,25.09,0,0,0,0,0,1,0,29.583333333333336,5
2020-08-06,Bengaluru,18.29,65.97,14.57,7.83,0.46,,32.59,0,0,0,0,0,1,0,65.97,6
2020-08-07,Bengaluru,19.28,83.77,15.05,7.38,0.46,,35.73,0,0,0,0,0,1,0,83.77,6
2020-08-08,Bengaluru,19.9,73.91,15.18,7.07,0.38,,36.52,0,0,0,0,0,1,0,73.91,6
