loss,val_loss
1.0067697763442993,3.0556623935699463
1.005386233329773,3.0533156394958496
1.0054014921188354,3.051358699798584
1.0054199695587158,3.049779176712036
1.005439043045044,3.048513174057007
1.0054566860198975,3.0475008487701416
1.0054725408554077,3.046691656112671
1.0054866075515747,3.046046257019043
1.0054981708526611,3.0455307960510254
1.0055081844329834,3.045119285583496
1.0055160522460938,3.044790506362915
1.0055227279663086,3.0445282459259033
1.005528211593628,3.044318199157715
1.0055326223373413,3.0441501140594482
1.0055361986160278,3.044016122817993
1.0055391788482666,3.0439083576202393
1.005541443824768,3.0438218116760254
1.0055433511734009,3.043752431869507
1.0055450201034546,3.0436971187591553
1.00554621219635,3.043652296066284
1.005547285079956,3.0436155796051025
1.0055478811264038,3.0435867309570312
1.0055484771728516,3.043562650680542
1.0055490732192993,3.0435431003570557
1.0055495500564575,3.043527841567993
1.0055499076843262,3.0435147285461426
1.0055502653121948,3.043504238128662
1.0055502653121948,3.0434951782226562
1.005550742149353,3.0434885025024414
1.0055508613586426,3.043482542037964
1.005550742149353,3.0434775352478027
1.0055510997772217,3.043473243713379
1.0055510997772217,3.043469190597534
1.0055512189865112,3.043466806411743
1.0055513381958008,3.043463706970215
1.0055512189865112,3.043461322784424
1.0055515766143799,3.04345965385437
1.0055513381958008,3.0434579849243164
1.0055513381958008,3.0434563159942627
1.0055513381958008,3.043455123901367
1.0055513381958008,3.0434536933898926
1.0055513381958008,3.043452739715576
1.0055514574050903,3.0434515476226807
1.0055516958236694,3.0434513092041016
1.0055516958236694,3.043449878692627
1.0055515766143799,3.0434494018554688
1.0055515766143799,3.0434482097625732
1.0055516958236694,3.043447971343994
1.005551815032959,3.043447732925415
1.0055516958236694,3.0434470176696777
1.0055516958236694,3.0434463024139404
1.0055516958236694,3.0434460639953613
1.0055516958236694,3.043445587158203
1.0055516958236694,3.043445348739624
1.0055516958236694,3.0434443950653076
1.0055519342422485,3.0434439182281494
1.0055516958236694,3.0434439182281494
1.0055519342422485,3.043443202972412
1.005551815032959,3.043442964553833
1.005551815032959,3.043442964553833
1.0055516958236694,3.043442964553833
1.0055516958236694,3.0434422492980957
1.0055516958236694,3.0434420108795166
1.0055516958236694,3.0434420108795166
1.005551815032959,3.0434420108795166
1.005551815032959,3.0434415340423584
1.005551815032959,3.043440818786621
1.005551815032959,3.043440818786621
1.005551815032959,3.043440818786621
1.005551815032959,3.0434412956237793
1.005551815032959,3.0434412956237793
1.0055519342422485,3.043440580368042
1.0055519342422485,3.043440580368042
1.005551815032959,3.043440580368042
1.0055519342422485,3.043440341949463
1.0055519342422485,3.043440341949463
1.0055519342422485,3.0434398651123047
1.0055519342422485,3.0434398651123047
1.0055519342422485,3.0434398651123047
1.0055519342422485,3.0434398651123047
1.0055519342422485,3.0434396266937256
1.0055519342422485,3.0434396266937256
1.0055519342422485,3.0434396266937256
1.0055519342422485,3.0434396266937256
1.0055519342422485,3.0434396266937256
1.0055519342422485,3.0434391498565674
1.0055519342422485,3.0434391498565674
1.0055519342422485,3.0434391498565674
1.005551815032959,3.0434391498565674
1.005551815032959,3.0434389114379883
1.005551815032959,3.0434389114379883
1.005551815032959,3.0434389114379883
1.005551815032959,3.043438673019409
1.0055516958236694,3.043438673019409
1.005551815032959,3.043438673019409
1.0055516958236694,3.043438196182251
1.0055516958236694,3.043438196182251
1.005551815032959,3.043438196182251
1.005551815032959,3.043438196182251
1.005551815032959,3.043438196182251
