loss,val_loss
0.3680424988269806,0.24432289600372314
0.25506848096847534,0.2464093267917633
0.23398813605308533,0.24592150747776031
0.21843092143535614,0.24563083052635193
0.21548818051815033,0.24445702135562897
0.2089756280183792,0.24571098387241364
0.20126260817050934,0.24882780015468597
0.1922805905342102,0.24928472936153412
0.18823617696762085,0.24349559843540192
0.17989076673984528,0.2522592544555664
0.17630288004875183,0.2610759139060974
0.16918636858463287,0.26597386598587036
0.1694478839635849,0.2674168646335602
0.16969239711761475,0.2679493725299835
0.16506867110729218,0.2692411541938782
0.1655033528804779,0.27732717990875244
0.16075991094112396,0.2722718119621277
0.1584341675043106,0.2767079174518585
0.16236114501953125,0.2764292061328888
